student_no,grade,letter_grade,death_none,death_midterm,death_final
990198690,67.9091375924,'C',0,0,0
990049885,46.1796341506,'F',0,0,0
990125095,78.9044487297,'B',0,0,0
990231365,80.384272473,'B',0,0,0
990018245,70.4927029743,'B',0,0,0
990200930,76.5713582268,'B',0,0,0
990126190,55.4119770287,'D',0,0,0
990146135,45.4137684934,'F',0,0,0
990007620,67.0078640409,'C',0,0,0
990186975,63.5629914763,'C',0,0,0
990128280,57.0786800795,'D',0,0,0
990124275,82.758630238,'B',0,0,0
990102335,68.9662241154,'C',1,0,0
990209355,71.8443929641,'B',0,0,0
990045765,73.682229795,'B',0,0,0
990182750,68.047691461,'C',0,0,0
990137000,67.1033225763,'C',0,0,0
990237560,73.5945044143,'B',0,0,0
990028015,57.0786841007,'D',0,0,0
990109430,60.1840640151,'C',0,0,0
990121790,71.8043452975,'B',0,0,0
990054800,73.842805461,'B',0,0,0
990101850,73.3027750059,'B',0,0,0
990232410,64.9918912441,'C',0,0,0
990039780,55.6990978209,'D',0,0,0
990065125,85.214754648,'A',0,0,0
990196955,89.3871385225,'A',0,0,0
990061580,64.9501475983,'C',0,0,0
990242945,77.9934595209,'B',0,0,0
990201675,68.2881816309,'C',0,0,0
990086890,75.503145016,'B',0,0,0
990232740,77.7453101303,'B',0,0,0
990197050,68.9800043568,'C',0,0,0
990231815,72.1760031857,'B',0,0,0
990168140,69.7046629304,'C',0,0,0
990056895,71.5184474332,'B',0,0,0
990048805,33.4995824805,'F',0,0,0
990138365,66.1209135489,'C',0,0,0
990048010,63.841470573,'C',0,0,0
990094840,63.8808743511,'C',0,0,0
990211225,67.4208100354,'C',0,0,0
990086010,53.2972666013,'D',0,0,0
990147920,82.4451399761,'B',0,0,0
990222090,70.9445497438,'B',0,0,0
990080050,89.9693115228,'A',0,0,0
990015665,52.0544169236,'D',0,0,0
990187130,68.4734262856,'C',0,0,0
990134250,72.1801121916,'B',0,0,0
990243020,68.2193470318,'C',0,0,0
990109330,62.9711497978,'C',0,0,0
990079605,68.5989516882,'C',0,0,0
990014615,73.1897974596,'B',0,0,0
990143850,73.0443424699,'B',0,0,0
990133250,81.3394949122,'B',0,0,0
990042645,62.2186832508,'C',0,0,0
990029805,55.7684946001,'D',0,0,0
990052670,66.3891792627,'C',0,0,0
990245960,76.3898463491,'B',0,0,0
990022860,77.146156785,'B',0,0,0
990014980,57.1387297274,'D',0,0,0
990073815,57.6364709717,'D',0,0,0
990013785,72.8426739727,'B',0,0,0
990134020,63.2607634809,'C',0,0,0
990129535,59.5957689907,'D',0,0,0
990000920,57.0482997959,'D',0,0,0
990228715,57.6458472189,'D',0,0,0
990174495,71.8201201053,'B',0,0,0
990013125,55.6801904751,'D',0,0,0
990199925,65.702994523,'C',0,0,0
990006255,82.8365886874,'B',0,0,0
990076380,78.0121171576,'B',0,0,0
990195265,78.2440167954,'B',0,0,0
990206700,57.3202588391,'D',0,0,0
990109885,77.2888913622,'B',0,0,0
990114675,51.3817586596,'D',0,0,0
990061505,66.5956624953,'C',0,0,0
990225270,55.8792850713,'D',0,0,0
990226585,53.8447049275,'D',0,0,0
990232360,55.0299085119,'D',0,0,0
990181990,90.6983993676,'A',0,0,0
990169145,45.3196084766,'F',0,0,0
990090930,58.305470621,'D',0,0,0
990078455,67.6957777695,'C',0,0,0
990163995,60.0776591771,'C',0,0,0
990058320,75.2849944934,'B',0,0,0
990206520,64.7644606686,'C',0,0,0
990159335,60.0591428941,'C',0,0,0
990189230,76.9571876477,'B',0,0,0
990169065,86.326898196,'A',0,0,0
990043315,68.0199991243,'C',0,0,0
990084670,76.7413654626,'B',0,0,0
990093250,61.9390385377,'C',0,0,0
990063590,63.9948827723,'C',0,0,0
990234700,83.9033515562,'B',0,0,0
990122310,57.6993839208,'D',0,0,0
990036305,79.3779941445,'B',0,0,0
990040825,66.5782500984,'C',0,0,0
990075790,51.1537186148,'D',0,0,0
990071705,85.1107563457,'A',0,0,0
990061530,84.1021278219,'B',0,0,0
990207750,83.061323026,'B',0,0,0
990145490,63.3581358633,'C',0,0,0
990139855,79.6877464945,'B',0,0,0
990018710,73.3517464044,'B',0,0,0
990098055,55.1126523816,'D',0,0,0
990113675,76.3482284581,'B',0,0,0
990091175,61.7512989046,'C',0,0,0
990064045,67.1896587654,'C',0,0,0
990154725,75.6294007928,'B',0,0,0
990150260,62.0518549657,'C',0,0,0
990253415,68.4546162439,'C',0,0,0
990147760,68.2480631658,'C',0,0,0
990033790,78.1944113493,'B',0,0,0
990055895,70.6768424025,'B',0,0,0
990244970,82.2365254302,'B',0,0,0
990198120,68.9003781992,'C',0,0,0
990070410,84.6857910613,'B',0,0,0
990197955,79.6306605137,'B',0,0,0
990208785,69.207237641,'C',0,0,0
990006920,52.5049905003,'D',0,0,0
990002360,72.8575338803,'B',0,0,0
990226870,66.0495459167,'C',0,0,0
990020265,58.7719935193,'D',0,0,0
990230825,69.9060930135,'C',0,0,0
990221050,48.8659478198,'F',0,0,0
990197525,54.9831552444,'D',0,0,0
990239085,80.7937146284,'B',0,0,0
990093905,80.5202800435,'B',0,0,0
990174200,66.7655956592,'C',0,0,0
990173505,84.7543407622,'B',0,0,0
990066140,85.1973245703,'A',0,0,0
990162685,56.2702179436,'D',0,0,0
990237745,59.7471987146,'D',0,0,0
990061775,80.1601061024,'B',0,0,0
990245635,83.4043084388,'B',0,0,0
990186210,84.1062691956,'B',0,0,0
990000990,79.3935358963,'B',0,0,0
990156285,68.3689849019,'C',0,0,0
990055160,59.895144563,'D',0,0,0
990187690,77.3507001118,'B',0,0,0
990086440,87.0329384461,'A',0,0,0
990088125,72.2936819163,'B',0,0,0
990007440,81.373537327,'B',0,0,0
990056445,72.6796821858,'B',0,0,0
990032730,73.8196589917,'B',0,0,0
990162205,65.0027890297,'C',0,0,0
990015900,65.5975551469,'C',0,0,0
990228435,86.4136211483,'A',0,0,0
990151380,100.0,'A',0,0,0
990179965,71.7311249629,'B',0,0,0
990035140,80.9189885244,'B',0,0,0
990028040,60.7469813214,'C',0,0,0
990150205,77.6164024225,'B',0,0,0
990222785,59.2044362266,'D',0,0,0
990116085,76.9494165867,'B',0,0,0
990036945,95.6901228244,'A',0,0,0
990073180,71.0382048847,'B',0,0,0
990039315,72.0940911758,'B',0,0,0
990014025,97.0912744786,'A',0,0,0
990232275,81.3220964516,'B',0,0,0
990090420,88.1047652313,'A',0,0,0
990111575,64.7463843271,'C',0,0,0
990223385,72.3471764402,'B',0,0,0
990256675,75.8541094917,'B',0,0,0
990007290,53.7273485626,'D',0,0,0
990011530,89.1282266408,'A',0,0,0
990032050,59.7269316325,'D',0,0,0
990102555,74.1859418349,'B',0,0,0
990022645,52.2444546584,'D',0,0,0
990120285,85.0113690006,'A',0,0,0
990147085,85.5386133131,'A',0,0,0
990198210,65.4002410657,'C',0,0,0
990185670,56.6655421814,'D',0,0,0
990194630,58.2881400648,'D',0,0,0
990247980,51.4286213108,'D',0,0,0
990033605,70.3755135465,'B',0,0,0
990029020,63.6645840841,'C',0,0,0
990152725,77.5421388909,'B',0,0,0
990131655,66.6818880265,'C',0,0,0
990252475,72.9460709106,'B',0,0,0
990152440,43.7382159253,'F',0,0,0
990065305,76.1434203342,'B',0,0,0
990173005,76.123757184,'B',0,0,0
990153870,66.058050813,'C',0,0,0
990012415,69.2454869185,'C',0,0,0
990135450,51.9202074986,'D',0,0,0
990043910,53.4046700929,'D',0,0,0
990187560,53.6092070458,'D',0,0,0
990109275,43.2906732208,'F',0,0,0
990076910,72.7414808576,'B',0,0,0
990185775,65.7061935709,'C',0,0,0
990172550,72.2577443767,'B',0,0,0
990045230,70.7813857249,'B',0,0,0
990084745,68.1646654597,'C',0,0,0
990065770,71.8130640697,'B',0,0,0
990174380,58.2938950642,'D',0,0,0
990203135,61.5432532912,'C',0,0,0
990117890,70.1811397429,'B',0,0,0
990211875,69.2336241078,'C',0,0,0
990066085,59.668549668,'D',0,0,0
990105775,78.8323502356,'B',0,0,0
990105245,71.0834235995,'B',0,0,0
990078600,50.4476840559,'D',0,0,0
990211385,64.6567809924,'C',0,0,0
990117745,67.4198393484,'C',0,0,0
990095095,82.2731663942,'B',0,0,0
990245775,55.3132595305,'D',0,0,0
990175115,68.2574877566,'C',0,0,0
990097230,60.6577831582,'C',0,0,0
990193120,65.2748178407,'C',0,0,0
990033950,69.798677995,'C',0,0,0
990129950,71.3169036263,'B',0,0,0
990061620,64.7787487587,'C',0,0,0
990175290,78.3827200707,'B',0,0,0
990094215,68.8947590492,'C',0,0,0
990071435,57.7880558456,'D',0,0,0
990213780,50.3884432783,'D',0,0,0
990072110,89.0494661769,'A',0,0,0
990094875,75.0628900216,'B',0,0,0
990200770,36.4802058115,'F',0,0,0
990191535,91.835612439,'A',0,0,0
990239805,41.8607556775,'F',0,0,0
990048075,87.1566767132,'A',0,0,0
990056100,55.7121119359,'D',0,0,0
990153795,54.8596953552,'D',0,0,0
990105980,67.0754304972,'C',0,0,0
990146585,66.5170560334,'C',0,0,0
990011950,65.7515901217,'C',0,0,0
990251670,74.6501574257,'B',0,0,0
990216930,59.0700932815,'D',0,0,0
990136310,73.5931501,'B',0,0,0
990251900,74.2027854847,'B',0,0,0
990096350,60.8535506738,'C',0,0,0
990052395,81.092402991,'B',0,0,0
990201585,46.0268615604,'F',0,0,0
990155330,67.8216977686,'C',0,0,0
990176245,73.756424769,'B',0,0,0
990079055,75.3443841874,'B',0,0,0
990034985,56.164563261,'D',0,0,0
990214505,73.3567660619,'B',0,0,0
990186805,53.0948104226,'D',0,0,0
990187540,63.4089697541,'C',0,0,0
990143755,57.93924203,'D',0,0,0
990058515,82.1112209867,'B',0,0,0
990251030,85.0010685821,'A',0,0,0
990154690,57.5995185375,'D',0,0,0
990088350,62.5132384391,'C',0,0,0
990244540,61.3534898626,'C',0,0,0
990086940,52.4937843731,'D',0,0,0
990053640,77.473689257,'B',0,0,0
990079675,64.4287901926,'C',0,0,0
990189265,70.6237660127,'B',0,0,0
990067595,59.2878194062,'D',0,0,0
990046110,77.9783436473,'B',0,0,0
990032030,69.7915183842,'C',0,0,0
990022415,63.1609840516,'C',0,0,0
990227955,62.5582571258,'C',0,0,0
990241830,81.8967461477,'B',0,0,0
990215860,65.3554528628,'C',0,0,0
990099365,57.5991776012,'D',0,0,0
990006865,68.3277273469,'C',0,0,0
990191885,76.3972765116,'B',0,0,0
990062640,57.5404401842,'D',0,0,0
990117195,83.5191044705,'B',0,0,0
990064290,61.5665032383,'C',0,0,0
990001420,72.973736575,'B',0,0,0
990143530,69.0126881382,'C',0,0,0
990042190,82.7219446006,'B',0,0,0
990226780,70.2771579955,'B',0,0,0
990230620,70.1694043522,'B',0,0,0
990248915,68.5131284128,'C',0,0,0
990084155,47.4326938605,'F',0,0,0
990192380,67.5676862557,'C',0,0,0
990151715,52.8420525627,'D',0,0,0
990064265,59.3846618438,'D',0,0,0
990070610,47.9218036882,'F',0,0,0
990173030,67.4086055303,'C',0,0,0
990206270,76.7527058699,'B',0,0,0
990217355,68.3349379085,'C',0,0,0
990208980,63.0031246371,'C',0,0,0
990248170,73.0382407062,'B',0,0,0
990051475,73.1187635995,'B',0,0,0
990064470,62.6712443097,'C',0,0,0
990186695,44.1063949567,'F',0,0,0
990014885,62.9910525286,'C',0,0,0
990102115,73.4536489699,'B',0,0,0
990186215,65.0608998981,'C',0,0,0
990059565,47.4040195484,'F',0,0,0
990159720,68.4068342737,'C',0,0,0
990256330,69.43015798,'C',0,0,0
990217220,60.1637638384,'C',0,0,0
990011135,75.4929660777,'B',0,0,0
990071900,56.9298282885,'D',0,0,0
990256625,50.7573138529,'D',0,0,0
990244620,53.8370876349,'D',0,0,0
990156000,78.407572268,'B',0,0,0
990132625,54.8947167284,'D',0,0,0
990248775,75.8469345944,'B',0,0,0
990238910,79.6146788788,'B',0,0,0
990240990,83.4867022494,'B',0,0,0
990080425,70.8300620999,'B',0,0,0
990141480,63.0739740103,'C',0,0,0
990080760,53.8024673116,'D',0,0,0
990052560,59.6923596631,'D',0,0,0
990091920,63.8232556439,'C',0,0,0
990228255,70.5265579234,'B',0,0,0
990028485,74.1425337933,'B',0,0,0
990232865,72.3043508115,'B',0,0,0
990090330,64.1144473612,'C',0,0,0
990171625,83.938473351,'B',0,0,0
990105695,48.5161957827,'F',0,0,0
990107420,73.0303996604,'B',0,0,0
990244220,83.0225360183,'B',0,0,0
990253780,70.9537407865,'B',0,0,0
990045240,79.669162267,'B',0,0,0
990081650,90.8807556771,'A',0,0,0
990209835,62.5963535446,'C',0,0,0
990078775,65.8709709045,'C',0,0,0
990045475,77.5824248599,'B',0,0,0
990029190,78.6602990409,'B',0,0,0
990080325,65.31502917,'C',0,0,0
990203770,62.1782692883,'C',0,0,0
990136930,73.3176343863,'B',0,0,0
990021915,53.1182816301,'D',0,0,0
990124515,71.0572365697,'B',0,0,0
990229080,47.1445704801,'F',0,0,0
990184820,76.8436562944,'B',0,0,0
990105555,62.8606872744,'C',0,0,0
990215045,48.951832728,'F',0,0,0
990044285,65.9661471431,'C',0,0,0
990201640,71.0057149139,'B',0,0,0
990167465,68.2848366352,'C',0,0,0
990129375,53.9366123716,'D',0,0,0
990026590,65.7756430103,'C',0,0,0
990041665,83.5389613515,'B',0,0,0
990215720,65.85115469,'C',0,0,0
990199895,62.7192944473,'C',0,0,0
990162930,57.9710663737,'D',0,0,0
990073315,61.1230331092,'C',0,0,0
990058460,54.1484204449,'D',0,0,0
990190355,68.9918711372,'C',0,0,0
990043425,52.6545275584,'D',0,0,0
990118865,52.5997392318,'D',0,0,0
990113945,72.9197076484,'B',0,0,0
990232080,54.3947032478,'D',0,0,0
990249875,94.0764877763,'A',0,0,0
990017605,63.8031498351,'C',0,0,0
990212900,60.873266766,'C',0,0,0
990008545,76.9209875297,'B',0,0,0
990240185,74.257582201,'B',0,0,0
990072720,56.5026072175,'D',0,0,0
990130515,52.292320001,'D',0,0,0
990146415,81.1691637317,'B',0,0,0
990099875,70.3492738747,'B',0,0,0
990232550,74.9601496943,'B',0,0,0
990076010,86.5942278557,'A',0,0,0
990206245,59.0168480672,'D',0,0,0
990139280,51.7543144473,'D',0,0,0
990046485,67.3046285848,'C',0,0,0
990235145,49.8747966917,'F',0,0,0
990004535,73.5526350462,'B',0,0,0
990108390,58.5517871502,'D',0,0,0
990010200,56.2659596521,'D',0,0,0
990052795,65.3112563302,'C',0,0,0
990193855,62.0686023979,'C',0,0,0
990096940,69.6671083372,'C',0,0,0
990097495,70.2639830893,'B',0,0,0
990166860,77.1132236557,'B',0,0,0
990233415,38.6058088517,'F',0,0,0
990079140,71.8256780855,'B',0,0,0
990068455,77.3926283866,'B',0,0,0
990088705,53.6051030879,'D',0,0,0
990135580,80.3977503274,'B',0,0,0
990231865,81.7366371343,'B',0,0,0
990254945,59.3801236411,'D',0,0,0
990199590,65.6304511599,'C',0,0,0
990249815,55.6823081014,'D',0,0,0
990173490,69.3704254824,'C',0,0,0
990046960,62.9355745189,'C',0,0,0
990154595,74.8260006258,'B',0,0,0
990043940,83.2261338413,'B',0,0,0
990119355,55.8378268221,'D',0,0,0
990064805,62.0575435746,'C',0,0,0
990074525,64.6716359897,'C',0,0,0
990032925,56.429981637,'D',0,0,0
990165555,72.4636731225,'B',0,0,0
990088100,56.4764641731,'D',0,0,0
990123420,53.5708684237,'D',0,0,0
990085045,72.2084831762,'B',0,0,0
990060460,63.9868839275,'C',0,0,0
990088250,64.503841058,'C',0,0,0
990198700,70.8286661774,'B',0,0,0
990088655,59.3921533182,'D',0,0,0
990056830,54.8362205026,'D',0,0,0
990161070,75.7841577134,'B',0,0,0
990061195,63.0548462347,'C',0,0,0
990121830,89.0356779634,'A',0,0,0
990122200,72.2775097089,'B',0,0,0
990060215,59.7160865656,'D',0,0,0
990029090,62.8792753454,'C',0,0,0
990238755,62.4893132843,'C',0,0,0
990211045,62.1044091875,'C',0,0,0
990209940,63.7809259635,'C',0,0,0
990038330,73.3441840834,'B',0,0,0
990240610,85.6172091855,'A',0,0,0
990029165,74.6888504628,'B',0,0,0
990166830,44.7249322484,'F',0,0,0
990044505,82.0492159757,'B',0,0,0
990150840,58.4230090704,'D',0,0,0
990123675,57.3912933137,'D',0,0,0
990056625,68.3367386801,'C',0,0,0
990191035,60.6739032573,'C',0,0,0
990005075,81.2800747858,'B',0,0,0
990152825,46.8363415517,'F',0,0,0
990061490,69.6818154859,'C',0,0,0
990098440,84.5376145282,'B',0,0,0
990208955,75.1461058517,'B',0,0,0
990140265,68.1664880718,'C',0,0,0
990087460,60.7704574511,'C',0,0,0
990245830,66.0374915204,'C',0,0,0
990110540,66.0907241326,'C',0,0,0
990067810,70.4385197914,'B',0,0,0
990162000,58.5274679428,'D',0,0,0
990147880,44.7472135655,'F',0,0,0
990040715,80.8776000239,'B',0,0,0
990110145,73.6385820972,'B',0,0,0
990039335,78.4292819453,'B',0,0,0
990102000,77.5580258118,'B',0,0,0
990061510,68.9730696773,'C',0,0,0
990049735,87.2809666089,'A',0,0,0
990128645,75.8905192303,'B',0,0,0
990079515,75.6844783127,'B',0,0,0
990007565,63.1596136775,'C',0,0,0
990175910,44.6976896473,'F',0,0,0
990159030,73.0222107302,'B',0,0,0
990147225,76.491009129,'B',0,0,0
990012205,50.3966983002,'D',0,0,0
990197365,58.4118744444,'D',0,0,0
990132550,69.4448568612,'C',0,0,0
990179570,73.4948336612,'B',0,0,0
990141115,86.4752514326,'A',0,0,0
990156870,68.463212585,'C',0,0,0
990161150,81.9485606409,'B',0,0,0
990041960,64.2403931939,'C',0,0,0
990130505,70.1565030464,'B',0,0,0
990170020,80.4576988301,'B',0,0,0
990207100,63.5845938286,'C',0,0,0
990035095,64.1965561072,'C',0,0,0
990010705,55.2487018372,'D',0,0,0
990147135,72.8474043689,'B',0,0,0
990031255,73.3400944119,'B',0,0,0
990017765,85.8949840221,'A',0,0,0
990055605,85.6079934286,'A',0,0,0
990137910,65.3376356412,'C',0,0,0
990142530,55.5681432887,'D',0,0,0
990032365,61.7979214894,'C',0,0,0
990147165,84.8685153705,'B',0,0,0
990228370,44.8927260105,'F',0,0,0
990231755,64.7366947816,'C',0,0,0
990181680,68.8778550364,'C',0,0,0
990203215,73.4930281992,'B',0,0,0
990081570,68.7672815164,'C',0,0,0
990026515,89.9954126794,'A',0,0,0
990242380,45.5506314889,'F',0,0,0
990085095,52.6485216558,'D',0,0,0
990074745,36.2144949098,'F',0,0,0
990048560,46.0292721813,'F',0,0,0
990255545,76.7225771368,'B',0,0,0
990105860,76.6927692054,'B',0,0,0
990162535,56.7360548402,'D',0,0,0
990086395,61.4556857589,'C',0,0,0
990144930,54.350383724,'D',0,0,0
990097035,83.0126113865,'B',0,0,0
990205060,59.7231220791,'D',0,0,0
990142550,65.9902862044,'C',0,0,0
990239365,49.0803137336,'F',0,0,0
990163565,76.8335903316,'B',0,0,0
990182145,78.3038953023,'B',0,0,0
990080950,56.2747317579,'D',0,0,0
990176790,67.0920117996,'C',0,0,0
990235195,70.1994948696,'B',0,0,0
990238930,79.9931695508,'B',0,0,0
990009675,52.3709979702,'D',0,0,0
990161675,71.0719286373,'B',0,0,0
990143560,66.796970754,'C',0,0,0
990201500,74.7226672475,'B',0,0,0
990201945,56.6319361409,'D',0,0,0
990116205,78.2692375115,'B',0,0,0
990129980,88.1372153383,'A',0,0,0
990002030,60.4786211248,'C',0,0,0
990075890,58.7319198753,'D',0,0,0
990102860,42.8459254048,'F',0,0,0
990188770,58.6416549892,'D',0,0,0
990173015,71.3651379855,'B',0,0,0
990008880,71.3404977202,'B',0,0,0
990163745,46.40024622,'F',0,0,0
990148050,45.9675128679,'F',0,0,0
990158940,64.4441939787,'C',0,0,0
990009295,68.1986499099,'C',0,0,0
990175930,72.485443059,'B',0,0,0
990048385,80.2583368867,'B',0,0,0
990066690,72.07432289,'B',0,0,0
990173220,64.3343779151,'C',0,0,0
990213680,68.7988366682,'C',0,0,0
990056870,66.0896035882,'C',0,0,0
990064375,94.8528525321,'A',0,0,0
990124075,67.5468482217,'C',0,0,0
990191960,71.5025765664,'B',0,0,0
990016190,77.2311318772,'B',0,0,0
990032070,42.6220160357,'F',0,0,0
990196705,56.6721181036,'D',0,0,0
990027815,81.0977483448,'B',0,0,0
990242185,79.988764905,'B',0,0,0
990043740,79.8379078357,'B',0,0,0
990230115,52.7099512097,'D',0,0,0
990186580,81.2199775864,'B',0,0,0
990080530,56.8052662474,'D',0,0,0
990098905,68.3768338714,'C',0,0,0
990185540,59.9719996322,'D',0,0,0
990104560,68.8040138966,'C',0,0,0
990092625,75.0737254447,'B',0,0,0
990004315,73.913612842,'B',0,0,0
990218895,66.2124298851,'C',0,0,0
990208340,55.8780868929,'D',0,0,0
990046725,57.2426410822,'D',0,0,0
990182880,70.0137322769,'B',0,0,0
990174620,72.2994633263,'B',0,0,0
990251180,47.050858196,'F',0,0,0
990177820,57.9001650034,'D',0,0,0
990213430,67.5676616617,'C',0,0,0
990033870,63.0804155616,'C',0,0,0
990143865,72.8770840931,'B',0,0,0
990095080,61.9691458812,'C',0,0,0
990031105,67.9680543163,'C',0,0,0
990042910,69.0115039915,'C',0,0,0
990205235,58.9096086723,'D',0,0,0
990177440,88.3093628571,'A',0,0,0
990093310,96.299394728,'A',0,0,0
990052535,76.0561190169,'B',0,0,0
990148630,87.3161376763,'A',0,0,0
990167970,67.6856754495,'C',0,0,0
990190360,59.1914750493,'D',0,0,0
990041305,61.5436946468,'C',0,0,0
990157160,68.2111159807,'C',0,0,0
990074070,54.0397404677,'D',0,0,0
990037210,73.2538533011,'B',0,0,0
990027005,56.4215259045,'D',0,0,0
990233565,55.2416675319,'D',0,0,0
990232640,65.9858735284,'C',0,0,0
990230890,58.8768814843,'D',0,0,0
990182255,59.5500913266,'D',0,0,0
990061405,68.8627752969,'C',0,0,0
990188485,54.9977703306,'D',0,0,0
990049805,70.2663673182,'B',0,0,0
990072375,79.2118852582,'B',0,0,0
990191080,61.5785648353,'C',0,0,0
990032765,55.5008529038,'D',0,0,0
990002905,65.4708753771,'C',0,0,0
990234180,80.1229828129,'B',0,0,0
990211135,63.7361439166,'C',0,0,0
990096045,51.502053325,'D',0,0,0
990189765,69.4087652129,'C',0,0,0
990104380,52.9059816771,'D',0,0,0
990073650,62.1646600609,'C',0,0,0
990005855,70.9356318927,'B',0,0,0
990191070,91.2924885762,'A',0,0,0
990256250,86.3803265996,'A',0,0,0
990013035,60.5819894029,'C',0,0,0
990243705,63.1780742875,'C',0,0,0
990059445,77.7000081428,'B',0,0,0
990120775,68.0341287138,'C',0,0,0
990114605,57.153176552,'D',0,0,0
990123560,59.5835581782,'D',0,0,0
990203185,85.9937658098,'A',0,0,0
990070030,75.0035692218,'B',0,0,0
990029760,69.6196469679,'C',0,0,0
990161000,60.4353781618,'C',0,0,0
990013295,80.0240466794,'B',0,0,0
990243400,72.6798034979,'B',0,0,0
990168250,82.1668381383,'B',0,0,0
990049415,59.957802939,'D',0,0,0
990034150,73.4974190135,'B',0,0,0
990098765,59.5081555588,'D',0,0,0
990197735,68.4589704313,'C',0,0,0
990041650,95.7690523044,'A',0,0,0
990011310,78.1881851633,'B',0,0,0
990074715,83.9047875123,'B',0,0,0
990040320,78.2452433197,'B',0,0,0
990040400,65.5666271933,'C',0,0,0
990154870,58.0080469517,'D',0,0,0
990251825,61.9172804061,'C',0,0,0
990009575,76.47479276,'B',0,0,0
990187135,54.912670256,'D',0,0,0
990198555,91.6174258235,'A',0,0,0
990203525,80.0410956135,'B',0,0,0
990018990,64.893222779,'C',0,0,0
990162660,67.4966472146,'C',0,0,0
990091005,75.6464002782,'B',0,0,0
990155805,84.2484193162,'B',0,0,0
990114925,67.9308907745,'C',0,0,0
990020995,56.4683890153,'D',0,0,0
990155100,46.3608287578,'F',0,0,0
990039790,66.3320552035,'C',0,0,0
990034230,50.9821129614,'D',0,0,0
990203125,79.5995674757,'B',0,0,0
990151075,74.9355078214,'B',0,0,0
990228510,65.9466752611,'C',0,0,0
990108365,71.1017861521,'B',0,0,0
990065915,65.2474815649,'C',0,0,0
990219300,73.0001403646,'B',0,0,0
990027380,82.0260119811,'B',0,0,0
990205615,86.7919948443,'A',0,0,0
990155720,49.4159607651,'F',0,0,0
990246275,81.2183645149,'B',0,0,0
990125270,68.3580226157,'C',0,0,0
990181710,56.9520775596,'D',0,0,0
990033335,46.8418658298,'F',0,0,0
990176365,72.2016606855,'B',0,0,0
990236495,71.8578497834,'B',0,0,0
